date,open_positions,capital_deployed
2014-10-07,0,0.0
2014-10-08,0,0.0
2014-10-09,0,0.0
2014-10-10,0,0.0
2014-10-13,0,0.0
2014-10-14,0,0.0
2014-10-15,0,0.0
2014-10-16,0,0.0
2014-10-17,0,0.0
2014-10-20,0,0.0
2014-10-21,0,0.0
2014-10-22,0,0.0
2014-10-23,0,0.0
2014-10-24,0,0.0
2014-10-27,0,0.0
2014-10-28,0,0.0
2014-10-29,0,0.0
2014-10-30,0,0.0
2014-10-31,0,0.0
2014-11-03,0,0.0
2014-11-04,0,0.0
2014-11-05,0,0.0
2014-11-06,0,0.0
2014-11-07,0,0.0
2014-11-10,0,0.0
2014-11-11,0,0.0
2014-11-12,0,0.0
2014-11-13,0,0.0
2014-11-14,0,0.0
2014-11-17,0,0.0
2014-11-18,0,0.0
2014-11-19,0,0.0
2014-11-20,0,0.0
2014-11-21,0,0.0
2014-11-24,0,0.0
2014-11-25,0,0.0
2014-11-26,0,0.0
2014-11-28,0,0.0
2014-12-01,0,0.0
2014-12-02,0,0.0
2014-12-03,0,0.0
2014-12-04,0,0.0
2014-12-05,0,0.0
2014-12-08,0,0.0
2014-12-09,0,0.0
2014-12-10,0,0.0
2014-12-11,0,0.0
2014-12-12,0,0.0
2014-12-15,0,0.0
2014-12-16,0,0.0
2014-12-17,0,0.0
2014-12-18,0,0.0
2014-12-19,0,0.0
2014-12-22,0,0.0
2014-12-23,0,0.0
2014-12-24,0,0.0
2014-12-26,0,0.0
2014-12-29,0,0.0
2014-12-30,0,0.0
2014-12-31,0,0.0
2015-01-02,0,0.0
2015-01-05,0,0.0
2015-01-06,0,0.0
2015-01-07,0,0.0
2015-01-08,0,0.0
2015-01-09,0,0.0
2015-01-12,0,0.0
2015-01-13,0,0.0
2015-01-14,0,0.0
2015-01-15,0,0.0
2015-01-16,0,0.0
2015-01-20,0,0.0
2015-01-21,0,0.0
2015-01-22,0,0.0
2015-01-23,0,0.0
2015-01-26,0,0.0
2015-01-27,1,1000.0
2015-01-28,1,1000.0
2015-01-29,1,1000.0
2015-01-30,2,2002.0244670127656
2015-02-02,2,2002.0244670127656
2015-02-03,2,2002.0244670127656
2015-02-04,2,2002.0244670127656
2015-02-05,2,2002.0244670127656
2015-02-06,1,1002.0244670127656
2015-02-09,2,2027.1176211235052
2015-02-10,2,2027.1176211235052
2015-02-11,4,4079.731566816632
2015-02-12,4,4079.195237987027
2015-02-13,5,5107.788973134861
2015-02-17,5,5107.788973134861
2015-02-18,5,5122.725676923547
2015-02-19,4,4108.576304368062
2015-02-20,4,4111.091648461885
2015-02-23,5,5157.99049727577
2015-02-24,5,5157.99049727577
2015-02-25,5,5157.99049727577
2015-02-26,5,5157.99049727577
2015-02-27,5,5157.99049727577
2015-03-02,5,5157.99049727577
2015-03-03,5,5157.99049727577
2015-03-04,5,5157.99049727577
2015-03-05,5,5157.99049727577
2015-03-06,6,6182.599953183818
2015-03-09,5,5180.575486171052
2015-03-10,3,3092.9253019182543
2015-03-11,3,3092.9253019182543
2015-03-12,2,2050.9164287546105
2015-03-13,2,2050.9164287546105
2015-03-16,2,2050.9164287546105
2015-03-17,4,4025.1813580013823
2015-03-18,6,6020.151334006078
2015-03-19,9,9097.53625649157
2015-03-20,5,5102.185012424651
2015-03-23,6,6132.018182929097
2015-03-24,6,6135.491749697516
2015-03-25,5,5105.65857919307
2015-03-26,5,5105.65857919307
2015-03-27,4,4081.0491232850227
2015-03-30,4,4081.0491232850227
2015-03-31,4,4081.0491232850227
2015-04-01,4,4081.0491232850227
2015-04-02,4,4081.0491232850227
2015-04-06,4,4081.0491232850227
2015-04-07,5,5089.022304595759
2015-04-08,4,4069.6284154666077
2015-04-09,5,5079.900780494715
2015-04-10,7,7103.042748304385
2015-04-13,7,7118.417787053172
2015-04-14,5,5095.275819243502
2015-04-15,5,5095.275819243502
2015-04-16,5,5095.275819243502
2015-04-17,5,5095.275819243502
2015-04-20,5,5095.275819243502
2015-04-21,7,7117.010973058426
2015-04-22,6,6085.519932911371
2015-04-23,5,5074.652356003909
2015-04-24,6,6101.961687541459
2015-04-27,6,6119.198152899879
2015-04-28,5,5091.888821362328
2015-04-29,5,5091.888821362328
2015-04-30,4,4083.7021130679987
2015-05-01,4,4083.7021130679987
2015-05-04,5,5109.028294935582
2015-05-05,5,5109.028294935582
2015-05-06,5,5109.028294935582
2015-05-07,4,4089.634405806431
2015-05-08,5,5098.298512195401
2015-05-11,6,6101.248681109435
2015-05-12,4,4075.77428217665
2015-05-13,4,4075.77428217665
2015-05-14,4,4075.77428217665
2015-05-15,5,5077.529547388615
2015-05-18,7,7094.033687342738
2015-05-19,7,7099.291036023317
2015-05-20,5,5082.786896069195
2015-05-21,5,5082.786896069195
2015-05-22,4,4069.583644558347
2015-05-26,5,5063.354608362637
2015-05-27,3,3024.8251749842066
2015-05-28,3,3024.8251749842066
2015-05-29,4,4017.821086333914
2015-06-01,5,5009.892436930998
2015-06-02,5,5009.892436930998
2015-06-03,4,4016.8965255812905
2015-06-04,5,5001.039588058375
2015-06-05,5,5001.039588058375
2015-06-08,5,5001.039588058375
2015-06-09,5,5001.039588058375
2015-06-10,5,5001.039588058375
2015-06-11,4,4007.2686242540835
2015-06-12,4,4006.599184827615
2015-06-15,4,4006.599184827615
2015-06-16,4,4006.599184827615
2015-06-17,5,4989.041650009967
2015-06-18,5,4989.041650009967
2015-06-19,5,4989.041650009967
2015-06-22,5,4989.041650009967
2015-06-23,6,5986.845951059305
2015-06-24,5,5002.702888582221
2015-06-25,5,5002.702888582221
2015-06-26,5,5002.702888582221
2015-06-29,4,4020.260423399869
2015-06-30,3,3022.456122350531
2015-07-01,1,1002.9501689140344
2015-07-02,5,5008.581556978682
2015-07-06,4,4005.6313880646476
2015-07-07,3,3004.2235410484855
2015-07-08,7,7031.201864907922
2015-07-09,4,4026.978323859437
2015-07-10,5,5025.432673747788
2015-07-13,6,6033.128096745767
2015-07-14,7,7060.938584475578
2015-07-15,7,7073.961753246497
2015-07-16,6,6065.291853598922
2015-07-17,9,9148.166147319505
2015-07-20,5,5103.350461052321
2015-07-21,6,6123.236891702936
2015-07-22,6,6119.145026279855
2015-07-23,4,4075.107125607374
2015-07-24,5,5083.5985133360555
2015-07-27,5,5080.607094696466
2015-07-28,5,5080.607094696466
2015-07-29,6,6094.76304694775
2015-07-30,6,6095.039939695938
2015-07-31,6,6109.8763754454985
2015-08-03,5,5085.724905423634
2015-08-04,6,6118.105844549196
2015-08-05,5,5089.113456548353
2015-08-06,5,5089.113456548353
2015-08-07,5,5089.113456548353
2015-08-10,5,5089.113456548353
2015-08-11,5,5089.113456548353
2015-08-12,5,5089.113456548353
2015-08-13,5,5089.113456548353
2015-08-14,5,5089.113456548353
2015-08-17,7,7144.940967239844
2015-08-18,7,7178.900053915953
2015-08-19,5,5123.072543224463
2015-08-20,5,5123.072543224463
2015-08-21,5,5123.072543224463
2015-08-24,4,4088.0259491609913
2015-08-25,1,1035.0465940634713
2015-08-26,1,909.924476936716
2015-08-27,1,909.924476936716
2015-08-28,4,3676.6977833579103
2015-08-31,4,3676.6977833579103
2015-09-01,4,3676.6977833579103
2015-09-02,4,3676.6977833579103
2015-09-03,5,4580.204169353443
2015-09-04,5,4580.204169353443
2015-09-08,5,4580.204169353443
2015-09-09,5,4580.204169353443
2015-09-10,5,4580.204169353443
2015-09-11,6,5477.086746535456
2015-09-14,4,3654.4059147004464
2015-09-15,5,4557.529717022607
2015-09-16,5,4570.556378164416
2015-09-17,5,4563.030580305407
2015-09-18,5,4571.655074456392
2015-09-21,4,3652.480628616915
2015-09-22,6,5468.812755375359
2015-09-23,5,4549.6383095358815
2015-09-24,5,4549.6383095358815
2015-09-25,6,5456.463802273526
2015-09-28,6,5447.417972382749
2015-09-29,5,4540.592479645104
2015-09-30,3,2726.2413650822664
2015-10-01,4,3617.270025237437
2015-10-02,4,3617.270025237437
2015-10-05,6,5415.420361762639
2015-10-06,9,8199.807509037106
2015-10-07,6,5522.8186796241735
2015-10-08,8,7369.927525044396
2015-10-09,9,8334.180680282949
2015-10-12,6,5575.481759060846
2015-10-13,5,4642.064743253642
2015-10-14,5,4642.064743253642
2015-10-15,5,4642.064743253642
2015-10-16,5,4642.064743253642
2015-10-19,6,5571.34491566235
2015-10-20,5,4637.6972832095435
2015-10-21,5,4637.6972832095435
2015-10-22,5,4637.6972832095435
2015-10-23,7,6514.87022226651
2015-10-26,8,7361.521843604515
2015-10-27,4,3646.9026687596183
2015-10-28,4,3645.4633613124797
2015-10-29,6,5482.292340920969
2015-10-30,6,5522.311190541738
2015-11-02,4,3694.7617257022093
2015-11-03,6,5585.603127454657
2015-11-04,7,6551.999681671859
2015-11-05,6,5660.770858571517
2015-11-06,5,4710.864073559314
2015-11-09,4,3774.115929422212
2015-11-10,4,3774.115929422212
2015-11-11,4,3774.115929422212
2015-11-12,4,3774.115929422212
2015-11-13,5,4706.622659120958
2015-11-16,5,4706.622659120958
2015-11-17,6,5690.069909034946
2015-11-18,6,5743.339458154437
2015-11-19,5,4789.723338828633
2015-11-20,5,4802.934482052155
2015-11-23,6,5777.49270823768
2015-11-24,6,5790.636304793868
2015-11-25,5,4816.078078608342
2015-11-27,5,4816.078078608342
2015-11-30,5,4819.740736739734
2015-12-01,6,5780.848949404671
2015-12-02,6,5770.764446627553
2015-12-03,5,4817.148327301749
2015-12-04,5,4817.148327301749
2015-12-07,6,5788.148593663758
2015-12-08,5,4821.035133314809
2015-12-09,4,3850.0348669528003
2015-12-10,4,3850.0348669528003
2015-12-11,3,2879.1618224163517
2015-12-14,3,2879.1618224163517
2015-12-15,3,2848.540831919682
2015-12-16,3,2810.1934668571394
2015-12-17,6,5706.453080827659
2015-12-18,6,5778.1345479892925
2015-12-21,5,4812.714676665786
2015-12-22,5,4812.714676665786
2015-12-23,5,4812.714676665786
2015-12-24,7,6762.8409460412695
2015-12-28,5,4836.645688593953
2015-12-29,6,5809.405244633079
2015-12-30,8,7788.328882391588
2015-12-31,5,4880.182029893567
2016-01-04,5,4880.182029893567
2016-01-05,5,4880.182029893567
2016-01-06,4,3898.734193532895
2016-01-07,3,2917.286357172223
2016-01-08,3,2865.3214942420395
2016-01-11,4,3789.126758223226
2016-01-12,4,3789.126758223226
2016-01-13,4,3789.126758223226
2016-01-14,4,3789.126758223226
2016-01-15,4,3789.126758223226
2016-01-19,5,4705.1002318684405
2016-01-20,4,3730.037097180699
2016-01-21,3,2800.5541237502107
2016-01-22,4,3721.9547119184317
2016-01-25,6,5578.723950124169
2016-01-26,5,4654.918686142983
2016-01-27,6,5582.6091442258885
2016-01-28,5,4654.22452512302
2016-01-29,5,4654.22452512302
2016-02-01,8,7438.73842020912
2016-02-02,6,5562.247026132208
2016-02-03,6,5555.843665839085
2016-02-04,5,4627.619037291843
2016-02-05,6,5546.855019786065
2016-02-08,6,5520.959441336801
2016-02-09,5,4592.734812789559
2016-02-10,5,4558.204768422372
2016-02-11,5,4512.987670467824
2016-02-12,5,4512.987670467824
2016-02-16,5,4512.987670467824
2016-02-17,6,5417.850792288896
2016-02-18,8,7309.906933184063
2016-02-19,6,5518.674019445237
2016-02-22,6,5518.088448318631
2016-02-23,7,6459.460304421408
2016-02-24,6,5549.017289398066
2016-02-25,9,8445.265178046084
2016-02-26,6,5679.05796201372
2016-02-29,6,5706.459312906475
2016-03-01,6,5731.94151821323
2016-03-02,8,7764.118121406949
2016-03-03,8,7876.796086854546
2016-03-04,8,8128.277917920873
2016-03-07,7,7390.3739713418
2016-03-08,6,6303.712923732351
2016-03-09,5,5224.321015903824
2016-03-10,5,5224.321015903824
2016-03-11,6,6277.402960013409
2016-03-14,6,6327.663787178063
2016-03-15,6,6338.994171024999
2016-03-16,6,6339.787425188754
2016-03-17,6,6364.323870659689
2016-03-18,4,4231.442558175771
2016-03-21,5,5333.276036282078
2016-03-22,5,5333.276036282078
2016-03-23,5,5333.276036282078
2016-03-24,5,5333.276036282078
2016-03-28,5,5333.276036282078
2016-03-29,4,4244.327262854622
2016-03-30,4,4230.17810432312
2016-03-31,3,3140.036275743577
2016-04-01,2,2177.8261481543495
2016-04-04,4,4347.884017454226
2016-04-05,3,3271.891347406183
2016-04-06,2,2186.862412756245
2016-04-07,2,2186.862412756245
2016-04-08,1,1101.8334781063068
2016-04-11,1,1101.8334781063068
2016-04-12,1,1101.8334781063068
2016-04-13,1,1101.8334781063068
2016-04-14,1,1101.8334781063068
2016-04-15,0,0.0
2016-04-18,0,0.0
2016-04-19,2,2204.4422865700076
2016-04-20,4,4416.262573061049
2016-04-21,4,4426.188905475375
2016-04-22,3,3314.84257552419
2016-04-25,2,2195.3401025202525
2016-04-26,1,1098.5551459409126
2016-04-27,2,2195.508168112286
2016-04-28,2,2195.508168112286
2016-04-29,2,2195.9094916374524
2016-05-02,2,2195.9094916374524
2016-05-03,3,3293.418230039609
2016-05-04,3,3290.608993399732
2016-05-05,4,4375.976593786833
2016-05-06,5,5465.775762504269
2016-05-09,7,7641.886744923913
2016-05-10,4,4362.0942608709365
2016-05-11,6,6565.052451662724
2016-05-12,4,4385.558791058272
2016-05-13,5,5489.210163154808
2016-05-16,4,4392.820465390239
2016-05-17,5,5494.494379032066
2016-05-18,5,5494.494379032066
2016-05-19,5,5494.494379032066
2016-05-20,5,5476.634270463103
2016-05-23,6,6557.0872364486195
2016-05-24,5,5460.697538684052
2016-05-25,6,6551.720773277232
2016-05-26,6,6571.678215391224
2016-05-27,6,6586.185635211116
2016-05-31,5,5509.399903687832
2016-06-01,5,5509.399903687832
2016-06-02,6,6614.63311190228
2016-06-03,6,6624.126825922256
2016-06-06,7,7748.953740923587
2016-06-07,7,7786.243312929495
2016-06-08,6,6670.85221542776
2016-06-09,6,6677.75013430294
2016-06-10,4,4462.699537764498
2016-06-13,4,4462.699537764498
2016-06-14,4,4462.699537764498
2016-06-15,4,4462.699537764498
2016-06-16,4,4462.699537764498
2016-06-17,4,4462.699537764498
2016-06-20,4,4462.699537764498
2016-06-21,4,4462.699537764498
2016-06-22,4,4462.699537764498
2016-06-23,4,4419.675066766553
2016-06-24,5,5506.723767647234
2016-06-27,4,4435.084906105976
2016-06-28,1,1117.6765917061512
2016-06-29,4,4143.848207780991
2016-06-30,7,7148.5603852959675
2016-07-01,7,7174.282206939426
2016-07-05,5,5163.9876090761545
2016-07-06,6,6175.693920360065
2016-07-07,5,5174.12319452174
2016-07-08,6,6188.384146434311
2016-07-11,6,6187.225312508234
2016-07-12,7,7236.07622060301
2016-07-13,6,6228.627547298594
2016-07-14,5,5227.056821460269
2016-07-15,6,6241.308928763843
2016-07-18,5,5214.070701235088
2016-07-19,6,6226.652262921855
2016-07-20,6,6204.50114990284
2016-07-21,5,5086.558613610603
2016-07-22,4,4078.4311169402763
2016-07-25,5,5089.246872210543
2016-07-26,4,4074.994764906969
2016-07-27,4,4074.994764906969
2016-07-28,4,4074.994764906969
2016-07-29,4,4074.994764906969
2016-08-01,4,4087.541469905792
2016-08-02,4,4091.420497557924
2016-08-03,4,4099.330846110539
2016-08-04,5,5129.433688271875
2016-08-05,4,4070.558438014591
2016-08-08,7,7094.900112720727
2016-08-09,5,5079.306838966977
2016-08-10,5,5079.306838966977
2016-08-11,5,5061.696174763731
2016-08-12,5,5061.696174763731
2016-08-15,5,5061.696174763731
2016-08-16,5,5061.696174763731
2016-08-17,5,5061.696174763731
2016-08-18,5,5061.696174763731
2016-08-19,5,5061.696174763731
2016-08-22,5,5061.696174763731
2016-08-23,5,5061.696174763731
2016-08-24,5,5061.696174763731
2016-08-25,5,5061.696174763731
2016-08-26,5,5061.696174763731
2016-08-29,5,5061.696174763731
2016-08-30,4,4036.8338526642247
2016-08-31,3,3023.222723447357
2016-09-01,3,3023.222723447357
2016-09-02,3,3023.222723447357
2016-09-06,4,4030.7800984734167
2016-09-07,5,5032.699328604067
2016-09-08,5,5014.3805247478995
2016-09-09,4,4000.769395531032
2016-09-12,3,3005.477070170332
2016-09-13,1,1007.5573750260596
2016-09-14,1,1007.5573750260596
2016-09-15,1,1007.5573750260596
2016-09-16,1,1007.5573750260596
2016-09-19,1,1007.5573750260596
2016-09-20,1,1007.5573750260596
2016-09-21,2,1993.9143016908629
2016-09-22,5,4978.214831202665
2016-09-23,7,6967.664827219762
2016-09-26,7,6963.9832057257245
2016-09-27,6,5978.215885080881
2016-09-28,5,4975.697845587731
2016-09-29,5,4975.697845587731
2016-09-30,5,4975.697845587731
2016-10-03,5,4975.697845587731
2016-10-04,5,4975.697845587731
2016-10-05,4,3982.1582095818076
2016-10-06,4,3899.192062768586
2016-10-07,5,4851.44659001838
2016-10-10,4,3897.9098624064645
2016-10-11,4,3893.631928791221
2016-10-12,4,3893.631928791221
2016-10-13,4,3883.7972016966914
2016-10-14,4,3883.7972016966914
2016-10-17,4,3883.7972016966914
2016-10-18,4,3866.029549807875
2016-10-19,4,3866.029549807875
2016-10-20,4,3866.029549807875
2016-10-21,5,4797.725154012104
2016-10-24,5,4812.049572879165
2016-10-25,4,3804.4921978531056
2016-10-26,5,4752.223975086316
2016-10-27,5,4758.72702212436
2016-10-28,4,3827.0314179201296
2016-10-31,4,3827.0314179201296
2016-11-01,4,3827.0314179201296
2016-11-02,4,3827.0314179201296
2016-11-03,6,5731.536766157059
2016-11-04,5,4787.834765639672
2016-11-07,6,5741.057205005985
2016-11-08,7,6716.967204538793
2016-11-09,6,5741.695970676508
2016-11-10,6,5767.756271017597
2016-11-11,5,4803.674934191961
2016-11-14,6,5752.036830960299
2016-11-15,5,4787.955494134663
2016-11-16,6,5749.05371669045
2016-11-17,5,4775.261639116149
2016-11-18,6,5746.172544016356
2016-11-21,5,4785.074321460569
2016-11-22,6,5754.875470812774
2016-11-23,6,5781.5246083591965
2016-11-25,6,5799.494685074913
2016-11-28,5,4824.483650760153
2016-11-29,5,4824.483650760153
2016-11-30,6,5797.772255583081
2016-12-01,5,4857.9143833232765
2016-12-02,4,3888.113233971072
2016-12-05,3,2917.2023290708653
2016-12-06,4,3898.649427772669
2016-12-07,5,4884.128938281566
2016-12-08,7,6869.12685483828
2016-12-09,6,5883.253981069946
2016-12-12,7,6880.628346129568
2016-12-13,5,4914.840783028282
2016-12-14,5,4914.840783028282
2016-12-15,5,4914.840783028282
2016-12-16,5,4914.840783028282
2016-12-19,5,4914.840783028282
2016-12-20,5,4914.840783028282
2016-12-21,5,4914.840783028282
2016-12-22,5,4914.840783028282
2016-12-23,5,4914.840783028282
2016-12-27,5,4914.840783028282
2016-12-28,5,4914.840783028282
2016-12-29,5,4914.840783028282
2016-12-30,5,4914.840783028282
2017-01-03,5,4914.840783028282
2017-01-04,5,4914.840783028282
2017-01-05,6,5927.874687218513
2017-01-06,7,6996.6667024609305
2017-01-09,8,8037.963876852639
2017-01-10,6,6021.406106854874
2017-01-11,6,6023.540187372079
2017-01-12,6,6031.125478044637
2017-01-13,5,5020.871488767899
2017-01-17,5,5020.871488767899
2017-01-18,5,5020.871488767899
2017-01-19,5,5020.871488767899
2017-01-20,5,5020.871488767899
2017-01-23,5,5020.871488767899
2017-01-24,5,5020.871488767899
2017-01-25,6,6054.249466248852
2017-01-26,6,6112.360711610141
2017-01-27,3,3071.658002666256
2017-01-30,2,2055.6005097009693
2017-01-31,3,3100.475499702615
2017-02-01,2,2055.1289792783846
2017-02-02,4,4141.780780950609
2017-02-03,4,4141.780780950609
2017-02-06,6,6255.366225292524
2017-02-07,5,5210.491235290878
2017-02-08,5,5210.491235290878
2017-02-09,5,5244.172969112116
2017-02-10,8,8472.364090381496
2017-02-13,5,5323.820803831502
2017-02-14,5,5395.356717336707
2017-02-15,8,8682.485912050088
2017-02-16,8,8781.487306233932
2017-02-17,5,5498.078806621414
2017-02-21,5,5498.078806621414
2017-02-22,4,4402.369075050287
2017-02-23,3,3331.3806726570724
2017-02-24,5,5566.527318700709
2017-02-27,5,5588.246978635292
2017-02-28,5,5584.346433352265
2017-03-01,5,5584.346433352265
2017-03-02,6,6700.924191608498
2017-03-03,5,5578.758253306086
2017-03-06,5,5578.758253306086
2017-03-07,5,5578.758253306086
2017-03-08,5,5578.758253306086
2017-03-09,5,5578.758253306086
2017-03-10,5,5578.758253306086
2017-03-13,5,5578.758253306086
2017-03-14,5,5578.758253306086
2017-03-15,5,5578.758253306086
2017-03-16,5,5578.758253306086
2017-03-17,5,5578.758253306086
2017-03-20,5,5578.758253306086
2017-03-21,5,5578.758253306086
2017-03-22,5,5578.758253306086
2017-03-23,4,4469.989797319255
2017-03-24,4,4469.989797319255
2017-03-27,5,5546.479475075071
2017-03-28,4,4429.9017168188375
2017-03-29,4,4435.5841973934785
2017-03-30,5,5522.712768378405
2017-03-31,4,4409.039990639614
2017-04-03,5,5484.316863730371
2017-04-04,5,5444.424363534153
2017-04-05,5,5444.424363534153
2017-04-06,5,5444.424363534153
2017-04-07,5,5444.424363534153
2017-04-10,6,6538.643682032822
2017-04-11,6,6556.543914534294
2017-04-12,6,6558.335355003404
2017-04-13,5,5459.23240046409
2017-04-17,4,4377.0602421336325
2017-04-18,5,5462.751032290065
2017-04-19,4,4366.740273322287
2017-04-20,3,3284.650161933255
2017-04-21,4,4382.00018655141
2017-04-24,3,3260.4327800010715
2017-04-25,7,7637.048721961956
2017-04-26,6,6554.735059505646
2017-04-27,7,7627.274503356362
2017-04-28,6,6530.014366670587
2017-05-01,5,5446.667652000118
2017-05-02,5,5446.667652000118
2017-05-03,5,5446.667652000118
2017-05-04,4,4365.808671141132
2017-05-05,5,5434.60648530016
2017-05-08,6,6513.2661457599825
2017-05-09,4,4361.121616930486
2017-05-10,4,4361.121616930486
2017-05-11,5,5431.08696670632
2017-05-12,5,5431.08696670632
2017-05-15,5,5431.08696670632
2017-05-16,5,5431.08696670632
2017-05-17,5,5431.08696670632
2017-05-18,5,5431.08696670632
2017-05-19,4,4309.172115820165
2017-05-22,4,4309.172115820165
2017-05-23,5,5364.889039993483
2017-05-24,4,4270.7350545032605
2017-05-25,4,4270.7350545032605
2017-05-26,4,4270.7350545032605
2017-05-30,4,4270.7350545032605
2017-05-31,4,4270.7350545032605
2017-06-01,6,6360.679712781941
2017-06-02,8,8465.067208462973
2017-06-05,6,6327.573680812215
2017-06-06,5,5274.205540860765
2017-06-07,5,5274.205540860765
2017-06-08,5,5274.205540860765
2017-06-09,5,5274.205540860765
2017-06-12,6,6317.43988629265
2017-06-13,6,6312.562534446637
2017-06-14,5,5269.328189014752
2017-06-15,5,5269.328189014752
2017-06-16,6,6317.845866479085
2017-06-19,5,5275.641382099186
2017-06-20,6,6341.327215650179
2017-06-21,5,5292.809538185846
2017-06-22,5,5292.809538185846
2017-06-23,5,5292.809538185846
2017-06-26,5,5267.818304884431
2017-06-27,6,6305.578481824743
2017-06-28,5,5239.89264827375
